Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,StabilityInRole,LoyaltyToManager,AvgTrainingPerYear,AgeWhenStarted,AvgYearsPerCompany,IncomePerKm,CompanyLoyalty,PromotionFrequency,AvgMonthlyIncomePerYear
57,0.0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4,0.6,0.8,0.4,45,4.0,13.916666666666666,0.4166666666666667,2.5,1887.8
36,0.0,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,Male,37,2,2,Laboratory Technician,4,Single,5810,22604,1,No,16,3,3,0,10,2,2,10,4,1,8,0.4,0.8,0.2,26,10.0,43.0,1.0,5.0,581.0
28,1.0,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,No,11,3,3,0,5,5,1,0,0,0,0,,,6.0,23,2.5,264.5,0.0,0.0,18711.0
35,0.0,Travel_Rarely,538,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,No,14,3,4,0,9,3,3,3,2,0,2,0.6666666666666666,0.6666666666666666,1.0,26,2.25,21.52,0.3333333333333333,3.0,1227.0
27,0.0,Travel_Frequently,1410,Sales,3,1,Medical,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4,0.8333333333333334,0.6666666666666666,0.5,21,6.0,470.0,1.0,6.0,774.5
37,1.0,Travel_Rarely,807,Human Resources,6,4,Human Resources,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Yes,22,4,4,0,7,3,3,3,2,0,2,0.6666666666666666,0.6666666666666666,1.0,30,1.75,134.5,0.42857142857142855,3.0,691.0
50,1.0,Travel_Rarely,869,Sales,3,2,Marketing,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,1,Yes,14,3,3,0,3,2,3,3,2,0,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,47,3.0,289.6666666666667,1.0,3.0,894.3333333333334
45,0.0,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,16792,20462,9,No,23,4,4,1,22,1,3,20,8,11,8,0.4,0.4,0.05,23,2.4444444444444446,597.5,0.9090909090909091,1.6666666666666667,839.6
27,0.0,Travel_Frequently,829,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,No,19,3,2,1,5,3,3,4,2,1,1,0.5,0.25,0.75,22,40.0,103.625,0.8,2.0,1085.5
41,0.0,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595,5626,7,No,16,3,2,1,22,2,3,18,16,11,8,0.8888888888888888,0.4444444444444444,0.1111111111111111,19,3.142857142857143,638.0,0.8181818181818182,1.5,921.9444444444445
30,0.0,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,0.6363636363636364,0.6363636363636364,0.18181818181818182,18,40.0,558.0,0.9166666666666666,1.5714285714285714,233.0909090909091
32,0.0,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,0.0,0.0,3.0,31,1.0,431.0,1.0,1.0,2827.0
55,0.0,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,No,11,3,4,0,36,3,3,24,15,2,15,0.625,0.625,0.125,19,4.5,49.42857142857143,0.6666666666666666,8.0,780.0833333333334
32,1.0,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,No,18,3,1,1,10,3,3,10,4,1,1,0.4,0.1,0.3,22,10.0,155.57142857142858,1.0,5.0,488.3
54,0.0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,No,17,3,1,1,33,2,1,5,4,1,4,0.8,0.8,0.4,21,4.714285714285714,966.0,0.15151515151515152,2.5,2100.4
44,1.0,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,0.6666666666666666,0.3333333333333333,0.6666666666666666,38,6.0,109.7,1.0,6.0,489.3333333333333
32,0.0,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Yes,12,3,4,1,6,2,2,6,4,0,5,0.6666666666666666,0.8333333333333334,0.3333333333333333,26,6.0,71.77777777777777,1.0,6.0,1053.6666666666667
33,0.0,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,No,19,3,4,0,3,2,2,2,2,2,2,1.0,1.0,1.0,30,40.0,129.75,0.6666666666666666,0.6666666666666666,1171.0
27,0.0,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,No,18,3,4,1,6,1,1,2,2,2,2,1.0,1.0,0.5,21,1.0,76.77777777777777,0.3333333333333333,0.6666666666666666,1012.0
33,0.0,Travel_Rarely,1198,Research & Development,1,4,Other,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Yes,11,3,2,0,6,1,3,3,2,0,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,27,2.0,1198.0,0.5,3.0,933.0
47,1.0,Non-Travel,666,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,11849,10268,1,Yes,12,3,4,1,10,2,2,10,7,9,9,0.7,0.9,0.2,37,10.0,22.96551724137931,1.0,1.0,1184.9
19,1.0,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0,1.0,0.0,2.0,18,1.0,50.4,1.0,1.0,1859.0
37,0.0,Non-Travel,1040,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0,0.0,0.0,2.0,20,3.4,520.0,0.058823529411764705,1.0,5163.0
56,0.0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Yes,12,3,1,1,33,0,3,19,16,15,9,0.8421052631578947,0.47368421052631576,0.0,23,8.25,59.52173913043478,0.5757575757575758,1.1875,705.3684210526316
29,0.0,Travel_Rarely,153,Research & Development,15,2,Life Sciences,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,0,Yes,12,3,4,0,10,3,3,9,5,0,8,0.5555555555555556,0.8888888888888888,0.3333333333333333,19,40.0,10.2,0.9,9.0,465.8888888888889
38,0.0,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,No,17,3,3,1,19,2,3,10,8,0,1,0.8,0.1,0.2,19,6.333333333333333,33.96,0.5263157894736842,10.0,1206.1
42,0.0,Travel_Rarely,1332,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,No,23,4,2,0,14,6,3,1,0,0,0,0.0,0.0,6.0,28,4.666666666666667,666.0,0.07142857142857142,1.0,6781.0
54,0.0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,No,11,3,3,1,22,2,3,10,7,0,8,0.7,0.8,0.2,32,2.75,84.76470588235294,0.45454545454545453,10.0,1073.9
29,0.0,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,No,23,4,4,1,6,3,3,5,4,0,4,0.8,0.8,0.6,23,40.0,664.0,0.8333333333333334,5.0,540.6
26,0.0,Travel_Frequently,1283,Sales,1,3,Medical,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,No,12,3,2,0,7,2,3,7,7,0,7,1.0,1.0,0.2857142857142857,19,7.0,1283.0,1.0,7.0,613.4285714285714
37,0.0,Non-Travel,1252,Sales,19,2,Medical,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Yes,13,3,4,0,10,2,3,10,0,0,9,0.0,0.9,0.2,27,10.0,65.89473684210526,1.0,10.0,764.2
31,0.0,Travel_Rarely,655,Research & Development,7,4,Life Sciences,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,No,22,4,4,1,10,3,2,7,7,1,7,1.0,1.0,0.42857142857142855,21,3.3333333333333335,93.57142857142857,0.7,3.5,845.0
45,1.0,Travel_Frequently,306,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,No,14,3,4,2,5,4,3,1,1,0,0,1.0,0.0,4.0,40,2.5,11.76923076923077,0.2,1.0,4286.0
43,0.0,Travel_Rarely,589,Research & Development,14,2,Life Sciences,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,No,24,4,3,1,22,3,3,4,1,1,0,0.25,0.0,0.75,21,3.6666666666666665,42.07142857142857,0.18181818181818182,2.0,4289.75
29,0.0,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,0.2,0.7,0.2,19,10.0,328.6666666666667,1.0,10.0,1193.5
30,0.0,Travel_Rarely,231,Sales,8,2,Other,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,No,11,3,1,1,10,2,4,8,4,7,7,0.5,0.875,0.25,20,2.0,28.875,0.8,1.0,908.0
40,0.0,Travel_Frequently,530,Research & Development,1,4,Life Sciences,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,No,22,4,4,1,22,3,2,22,3,11,11,0.13636363636363635,0.5,0.13636363636363635,18,22.0,530.0,1.0,1.8333333333333333,613.7727272727273
56,0.0,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,1.0,1.0,0.0,20,4.0,151.0,0.19444444444444445,0.875,1887.4285714285713
25,0.0,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,No,11,3,2,0,6,3,2,3,2,1,2,0.6666666666666666,0.6666666666666666,1.0,19,3.0,76.22222222222223,0.5,1.5,2077.3333333333335
42,0.0,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3,0.75,0.75,0.75,32,1.4285714285714286,89.5,0.4,4.0,1568.0
32,0.0,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,No,14,3,4,0,9,2,3,9,8,3,7,0.8888888888888888,0.7777777777777778,0.2222222222222222,23,9.0,120.875,1.0,2.25,999.7777777777778
32,0.0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,No,15,3,4,2,10,2,3,10,8,4,7,0.8,0.7,0.2,22,10.0,17.916666666666668,1.0,2.0,530.9
55,0.0,Travel_Rarely,147,Research & Development,20,2,Technical Degree,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Yes,19,3,4,1,12,4,3,10,7,0,8,0.7,0.8,0.4,43,4.0,7.35,0.8333333333333334,10.0,541.5
27,0.0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,0.6666666666666666,0.6666666666666666,1.3333333333333333,24,3.0,159.625,1.0,1.5,1540.3333333333333
38,0.0,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,1.0,1.0,1.0,30,2.6666666666666665,395.3333333333333,0.25,0.6666666666666666,1410.5
37,0.0,Travel_Frequently,1231,Sales,21,2,Medical,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,No,15,3,2,1,10,3,3,5,4,0,0,0.8,0.0,0.6,27,2.0,58.61904761904762,0.5,5.0,594.6
26,0.0,Travel_Frequently,496,Research & Development,11,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Yes,13,3,3,1,5,3,3,5,3,3,3,0.6,0.6,0.6,21,5.0,45.09090909090909,1.0,1.25,948.2
45,0.0,Travel_Rarely,252,Research & Development,1,3,Other,3,Male,70,4,5,Manager,4,Married,19202,15970,0,No,11,3,3,1,25,2,3,24,0,1,7,0.0,0.2916666666666667,0.08333333333333333,20,40.0,252.0,0.96,12.0,800.0833333333334
26,0.0,Travel_Rarely,1443,Sales,23,3,Marketing,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Yes,19,3,3,1,5,2,2,2,2,0,0,1.0,0.0,1.0,21,0.7142857142857143,62.73913043478261,0.4,2.0,2078.5
41,0.0,Travel_Rarely,802,Sales,9,1,Life Sciences,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,3,1,12,2,3,9,7,0,7,0.7777777777777778,0.7777777777777778,0.2222222222222222,29,4.0,89.11111111111111,0.75,9.0,909.8888888888889
19,0.0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,1.0,0.0,4.0,18,1.0,71.66666666666667,1.0,1.0,2552.0
40,0.0,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11,0.9166666666666666,0.9166666666666666,0.16666666666666666,25,2.142857142857143,157.5,0.8,4.0,904.5833333333334
43,0.0,Travel_Frequently,559,Research & Development,10,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,No,11,3,2,1,9,3,4,9,7,0,0,0.7777777777777778,0.0,0.3333333333333333,34,9.0,55.9,1.0,9.0,584.1111111111111
35,0.0,Non-Travel,727,Research & Development,3,3,Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0,0.0,0.0,3.0,34,1.0,242.33333333333334,1.0,1.0,1281.0
52,0.0,Travel_Rarely,621,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,16856,10084,1,No,11,3,1,0,34,3,4,34,6,1,16,0.17647058823529413,0.47058823529411764,0.08823529411764706,18,34.0,207.0,1.0,17.0,495.7647058823529
49,0.0,Travel_Rarely,470,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,No,14,3,3,0,16,2,2,15,11,5,11,0.7333333333333333,0.7333333333333333,0.13333333333333333,33,16.0,23.5,0.9375,2.5,437.8
37,0.0,Non-Travel,1413,Research & Development,5,2,Technical Degree,3,Male,84,4,1,Laboratory Technician,3,Single,3500,25470,0,No,14,3,1,0,7,2,1,6,5,1,3,0.8333333333333334,0.5,0.3333333333333333,30,40.0,282.6,0.8571428571428571,3.0,583.3333333333334
43,0.0,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,35,1.1428571428571428,14.904761904761905,0.375,1.5,752.6666666666666
23,0.0,Travel_Rarely,541,Sales,2,1,Technical Degree,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,No,13,3,3,1,3,3,3,0,0,0,0,,,6.0,20,1.0,270.5,0.0,0.0,18711.0
55,0.0,Travel_Rarely,836,Research & Development,8,3,Medical,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Yes,14,3,3,3,21,2,3,5,0,0,2,0.0,0.4,0.4,34,10.5,104.5,0.23809523809523808,5.0,2951.2
53,0.0,Travel_Rarely,102,Research & Development,23,4,Life Sciences,4,Female,72,3,4,Research Director,4,Single,14275,20206,6,No,18,3,3,0,33,0,3,12,9,3,8,0.75,0.6666666666666666,0.0,20,5.5,4.434782608695652,0.36363636363636365,3.0,1189.5833333333333
34,0.0,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,0.6923076923076923,0.6923076923076923,0.23076923076923078,20,40.0,669.0,0.9285714285714286,2.6,411.0
58,1.0,Travel_Rarely,289,Research & Development,2,3,Technical Degree,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,4,No,24,4,1,0,7,4,3,1,0,0,0,0.0,0.0,4.0,51,1.75,144.5,0.14285714285714285,1.0,2479.0
34,0.0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4,0.3333333333333333,0.6666666666666666,0.16666666666666666,27,40.0,206.0,0.8571428571428571,6.0,1292.6666666666667
30,0.0,Non-Travel,829,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,No,22,4,3,0,12,2,3,11,8,5,8,0.7272727272727273,0.7272727272727273,0.18181818181818182,18,12.0,829.0,0.9166666666666666,1.8333333333333333,770.3636363636364
32,0.0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,No,20,4,1,0,8,2,3,5,4,1,4,0.8,0.8,0.4,24,2.6666666666666665,20.0,0.625,2.5,607.6
36,0.0,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,No,16,3,4,0,16,3,4,13,11,3,7,0.8461538461538461,0.5384615384615384,0.23076923076923078,20,2.0,279.2,0.8125,3.25,454.9230769230769
40,0.0,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,,,6.0,35,1.0,592.0,0.0,0.0,18711.0
36,0.0,Non-Travel,1105,Research & Development,24,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,No,15,3,3,1,11,3,3,9,8,0,8,0.8888888888888888,0.8888888888888888,0.3333333333333333,25,1.5714285714285714,46.041666666666664,0.8181818181818182,9.0,630.4444444444445
21,0.0,Travel_Rarely,391,Research & Development,15,2,Life Sciences,3,Male,96,3,1,Research Scientist,4,Single,1232,19281,1,No,14,3,4,0,0,6,3,0,0,0,0,,,6.0,21,0.0,26.066666666666666,,0.0,18711.0
34,0.0,Travel_Rarely,204,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Yes,18,3,4,2,8,3,3,8,2,0,6,0.25,0.75,0.375,26,8.0,14.571428571428571,1.0,8.0,322.375
34,0.0,Travel_Rarely,665,Research & Development,6,4,Other,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,No,14,3,3,0,16,3,3,16,13,2,10,0.8125,0.625,0.1875,18,16.0,110.83333333333333,1.0,5.333333333333333,300.5625
39,0.0,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,No,11,3,3,2,13,2,3,5,4,0,4,0.8,0.8,0.4,26,1.625,691.5,0.38461538461538464,5.0,1040.8
45,0.0,Travel_Rarely,549,Research & Development,8,4,Other,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,No,14,3,1,2,12,3,3,10,9,9,8,0.9,0.8,0.3,33,1.3333333333333333,68.625,0.8333333333333334,1.0,369.7
31,1.0,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,No,11,3,2,0,6,2,4,5,4,1,4,0.8,0.8,0.4,25,40.0,10.586206896551724,0.8333333333333334,2.5,695.8
38,0.0,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0,0.0,0.0,1.0,19,2.375,345.0,0.05263157894736842,1.0,6861.0
31,0.0,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,No,12,3,1,1,9,3,3,2,2,2,2,1.0,1.0,1.5,22,1.0,442.3333333333333,0.2222222222222222,0.6666666666666666,6837.5
26,0.0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Yes,13,3,3,1,3,2,3,3,2,0,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,23,3.0,165.16666666666666,1.0,3.0,886.3333333333334
30,0.0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,4627,23631,0,No,12,3,1,1,10,6,3,9,2,6,7,0.2222222222222222,0.7777777777777778,0.6666666666666666,20,40.0,189.66666666666666,0.9,1.2857142857142858,514.1111111111111
34,0.0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,5494,0,No,11,3,4,1,10,0,2,9,7,1,6,0.7777777777777778,0.6666666666666666,0.0,24,40.0,104.77777777777777,0.9,4.5,944.4444444444445
35,0.0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,Yes,14,3,4,0,4,3,3,3,2,2,2,0.6666666666666666,0.6666666666666666,1.0,31,40.0,122.5,0.75,1.0,1168.6666666666667
27,0.0,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,19715,1,No,13,3,4,1,1,6,3,1,0,0,0,0.0,0.0,6.0,26,1.0,620.0,1.0,1.0,2341.0
31,0.0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Yes,12,3,3,1,6,4,3,5,2,0,3,0.4,0.6,0.8,25,40.0,138.2,0.8333333333333334,5.0,964.2
39,0.0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,0.375,0.875,0.375,31,8.0,55.375,1.0,8.0,469.375
29,0.0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,No,24,4,3,1,10,3,3,10,7,0,7,0.7,0.7,0.3,19,10.0,54.43478260869565,1.0,10.0,270.0
29,1.0,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,No,22,4,4,3,10,3,2,10,4,1,9,0.4,0.9,0.3,19,10.0,4.481481481481482,1.0,5.0,763.9
44,1.0,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,2362,14669,4,No,12,3,3,0,10,4,4,3,2,1,2,0.6666666666666666,0.6666666666666666,1.3333333333333333,34,2.5,311.6666666666667,0.3,1.5,787.3333333333334
26,0.0,Travel_Rarely,841,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3,0.8,0.6,0.6,21,5.0,140.16666666666666,1.0,1.0,473.6
48,0.0,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,0.7777777777777778,0.7777777777777778,0.2222222222222222,34,7.0,81.5,0.6428571428571429,1.2857142857142858,450.1111111111111
38,0.0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,19,6.333333333333333,121.33333333333333,0.15789473684210525,1.0,1439.0
23,1.0,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Yes,21,4,3,2,1,2,3,0,0,0,0,,,6.0,22,1.0,207.16666666666666,0.0,0.0,18711.0
50,0.0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Yes,18,3,4,1,22,2,3,12,11,1,5,0.9166666666666666,0.4166666666666667,0.16666666666666666,28,7.333333333333333,39.125,0.5454545454545454,6.0,1164.4166666666667
37,0.0,Travel_Rarely,1189,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,3,1,0,12,3,3,5,3,1,3,0.6,0.6,0.6,25,6.0,396.3333333333333,0.4166666666666667,2.5,1485.6
31,0.0,Travel_Rarely,1398,Human Resources,8,2,Medical,4,Female,96,4,1,Human Resources,2,Single,2109,24609,9,No,18,3,4,0,8,3,3,3,2,0,2,0.6666666666666666,0.6666666666666666,1.0,23,0.8888888888888888,174.75,0.375,3.0,703.0
49,1.0,Travel_Rarely,1184,Sales,11,3,Marketing,3,Female,43,3,3,Sales Executive,4,Married,7654,5860,1,No,18,3,1,2,9,3,4,9,8,7,7,0.8888888888888888,0.7777777777777778,0.3333333333333333,40,9.0,107.63636363636364,1.0,1.125,850.4444444444445
34,0.0,Travel_Frequently,135,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,No,13,3,3,2,15,2,4,11,8,5,10,0.7272727272727273,0.9090909090909091,0.18181818181818182,19,3.75,7.105263157894737,0.7333333333333333,1.8333333333333333,404.0
41,1.0,Travel_Rarely,1102,Sales,1,2,Life Sciences,2,Female,94,3,2,Sales Executive,4,Single,5993,19479,8,Yes,11,3,1,0,8,0,1,6,4,0,5,0.6666666666666666,0.8333333333333334,0.0,33,1.0,1102.0,0.75,6.0,998.8333333333334
34,0.0,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,No,11,3,4,0,10,2,3,5,1,4,3,0.2,0.6,0.4,24,3.3333333333333335,121.25,0.5,1.0,1228.4
39,0.0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,No,25,4,4,0,20,1,3,19,6,11,8,0.3157894736842105,0.42105263157894735,0.05263157894736842,19,40.0,252.5,0.95,1.5833333333333333,575.6842105263158
32,1.0,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,2,Female,72,1,1,Research Scientist,1,Single,3919,4681,1,Yes,22,4,2,0,10,5,3,10,2,6,7,0.2,0.7,0.5,22,10.0,70.3125,1.0,1.4285714285714286,391.9
37,0.0,Travel_Frequently,889,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Yes,12,3,3,3,4,3,2,4,2,1,2,0.5,0.5,0.75,33,4.0,98.77777777777777,1.0,2.0,581.5
